address	kind	name	type	comment
004af0e0	function	arena_shot_check	void __fastcall (int *shot)	Once the arena is sized, a shot past its sphere meets its wall (arena_wall_hit)
004b02a0	function	arena_wall_hit	void __fastcall (int slot, int *shot)	Where a shot, which it frees, or a player's ship meets the multiplayer arena's wall: 10 sparks of kind 3 back in from the wall where a flash of it at most 100 ticks old stands within twice its radius, else a new flash (the next of 32, a 4000 mesh facing the arena's middle, for 250 ticks) with the sparks and sound 0xD
005d7c9c	data	arena_centre	Vec3	The middle of the multiplayer arena's sphere
005d76ec	data	arena_radius	float	The radius of the multiplayer arena's sphere: the farthest reach of the objects it is sized round
004b14f0	function	kills_add	void __fastcall (int slot, int count, bool report)	Adds count to a player's kills: skull_count for the local player, the per-player tally, and in a single player mission the mission's own
00456bb0	function	radio_kill_remark	void __fastcall (int slot)	A line on the radio for the player's kill, by the class of what went down, at most once every 600 ticks and not while the radio is busy
00456cf0	function	radio_ship_lost	void __fastcall (int slot)	A line on the radio for a ship lost, but the player's, while the radio is free
0046c980	function	explode_blast	void __fastcall (GameObject *object)	A ship's blast at the end of Explode: the cloak dropped, the break-up, burning bits, two particle bursts, now and then a shockwave, a fireball, and explosion sound 11, on a sure voice within 20000 of the camera
00471db0	function	explode_burst	void __fastcall (GameObject *object)	Style 1's blast: the cloak dropped, the break-up, burning bits, two particle bursts and 18 fireballs about it, and explosion sound 11; the player's sets the marker view 0x1B watches, drifting at a quarter of its velocity
0046c550	function	explode_break_up	void __fastcall (GameObject *object, int kind, ModelNode *node)	Cuts each part node (kind 1) of the tree in four (model_slice, frame the root) and sends the pieces off as debris away from the ship: the first and fourth whole, turning up to 0.02 a tick, trailing smoke (0x00553358 for a blast, 0x00553354 for a burst) for 200 to 499 ticks; the second cut again in two and the third in four, turning up to cuts times 0.025 (blast) or 0.005 (burst), for up to 299 ticks (blast) or 300 to 599 (burst); then the node's children
0046bf20	function	model_slice	void ** __fastcall (void *frame, void *part, int cuts)	Cuts part's drawn mesh along cuts random planes through frame's origin: each polygon to the side the sum of its corners, in frame, lies on; each side a new mesh of its own corners in frame's orientation, centred on their mean, drawn with part's flags and 0x4000, standing there; copies each plane's normal only and makes every polygon plain
00472700	function	debris_add		The next of the 500 records of the debris table at 0x0055AE88 (0x40 bytes each: until, stage, object, velocity a tick, spin a tick, smoke emitter), round from 0x0055AD1C, freeing what was there (debris_free)
0046e480	function	explosions_update		Once a frame: moves the marker on by its drift while it moves, then the explosions' tables: the Uber Explode (0x00473210), rock chunks, streaming emitters, flickering lights, scripted effects, the break-up's debris, which ends in a fireball, then explosion_fireballs, each playing on: the bang's 16 textures or the sheet's 9 cells, drifting, coloured by how far it has played where it is lit, its light fading from 10
00472ab0	function	uber_explode_start	void __fastcall (int owner, Vec3 *at, float *orientation, float size, int duration)	The Uber Explode, the Huuuuuuuge Explosion order's: lists into uber_caught every object within 5 times size but the player, which is created and not disabled, with combat stats of a side but neutral and orders, and not a gate, the Boridin or its breakaway, running past the list's end with more than 80; makes the halves of uber_hemisphere, the ball (sphere_mesh_create) and its glow (Uber BMO, the gunflare partic6 texture), and two squares and a light it never adds to the scene; plays UBEREXP at the owner, flashes the screen for 100 ticks and sets off two shockwaves of kind 3, 16 and 6 times size across, over a quarter and a half of the duration
00473210	function	uber_explode_update	void (void)	First in explosions_update: past its duration the Uber Explode ends (uber_explode_free), plays CAPEXP at the owner, destroys each object the ball reached unless it is exploding, and raises the owner's explosion event; until half way the halves grow to 1.3 times size, open out until 0.3 (uber_hemisphere_open), and brighten and fade; from 0.3 the ball spreads to 5 times size, flickering, sets hit_shake, and knocks, spins, sets alight and stops each listed object it reaches; from 0.95 the screen flashes; from half way 12 to 24 burning bits a frame fly at the camera
004731a0	function	uber_explode_free	void (void)	Frees the Uber Explode's objects: the halves, the squares, the ball, the light and the glow
00473ea0	function	uber_hemisphere_open	void __thiscall (void *mesh, float radius, float share)	Lays the hemisphere's vertices out share of the way open: its rings share of pi/16 apart round from the pole at the origin, the bowl toward -Z
00473bf0	function	uber_hemisphere_create	void * (float radius)	The Uber Explode's hemisphere, fully open: a pole, seven rings of 18 and a last pole no triangle uses, 234 triangles over ring3, lit and blended by alpha
004268a0	function	ease_linear	float10 (int unused, float from, float to, float at)	From from to to in a straight line by at
0045ab50	function	event_post_explosion	void __fastcall (GameObject *object)	Queues explosion_ship on the object's mission ship, where it has one
004c4f90	function	light_free	void __fastcall (void *light)	Unlinks a light and frees it
0055870c	data	uber_started	int	The frame_start the Uber Explode went off at
00558710	data	uber_duration	int	How many ticks the Uber Explode lasts
00558714	data	uber_size	float	How far the Uber Explode reaches: it lists the objects within 5 times it
00558718	data	uber_owner	int	The slot of the object whose Uber Explode it is
00562b88	data	uber_caught	int[80]	The objects the Uber Explode lists, -1 after the last; the ball adds 1000 to each it reaches
005586f0	data	uber_halves	void *[2]	The Uber Explode's halves, UberHemi1 and UberHemi2; null while none goes off
005586f8	data	uber_waves	void *[2]	The Uber Explode's squares, UberWave1 and UberWave2, which it never adds to the scene
00558700	data	uber_ball	void *	The Uber Explode's ball of flame
00558704	data	uber_light	void *	The Uber Explode's light, UberExplosion_Light, which it never adds to the scene
00558708	data	uber_glow	void *	The Uber Explode's glow, Uber BMO
00562cd0	data	uber_hemisphere	void *	The hemisphere mesh the Uber Explode's halves share, which explosions_init makes
0046bd00	function	explosion_fireball	void __fastcall (Vec3 *at, Vec3 *velocity, int kind, float size, int life, bool light, int delay, bool lit, bool special)	Sets a fireball off in the first free of explosion_fireballs: a sprite of the size at, kind 0 playing explosion_bang_images, 1 the cells of explosion_sheet_image, mirrored by two random bits, blended over what is behind; drifting at velocity, after delay ticks, for life; with a light (1, 0.5, 0.1) of intensity 10 reaching 50 times the square root of the size, where asked
004717d0	function	explosion_bit	int __fastcall (Vec3 *at, Vec3 *direction, float body_chance, float size, float speed, bool rock)	Throws a burning bit into the next of explosion_bits: a rock chunk where asked, a body by the chance (scale 2.5, or 0.75 at size 0.1 or less), otherwise a piece of debris (half to one and a half times size); along direction at 1500 to 4500 a second, strayed up to a quarter radian about each axis, times speed; tumbling up to 0.05 a frame about each axis; for 1750 to 2250 ticks; the splits ask for bodies by their sequence, the Ulysses at 0.1, none for a rock
00471770	function	explosion_piece_load	void __fastcall (int n)	The first levels of debris type 0x4E plus n, their distances stretched by 1.5, for explosions_init
004717a0	function	explosion_body_load	void __fastcall (int n)	The first levels of crewman type 0x58 plus n, their distances stretched by 2.5, for explosions_init
0055ae60	data	explosion_pieces		The ten debris models a burning bit is picked from
00553388	data	explosion_bodies		The four crewman models a burning bit may be; explosion_bit picks the first three
00472780	function	rock_chunk_throw		Throws a rock chunk into the next of the 300 at 0x00558778, tumbling, along a direction with a small special fireball; a split Latov throws them in place of burning bits, and an asteroid hit (shieldfx kind 5)
00558778	data	rock_chunks		300 rock chunks of 0x20 bytes that rock_chunk_throw fills and explosions_update flies
00471d00	function	explosion_bit_free	void __fastcall (int slot)	Frees a bit's mesh object and counts one fewer
00553398	data	explosion_fireballs		Thirty fireballs, 0x2C bytes each: the sprite set, its light, its velocity, its birth, life, look (bit 2 the bang, bits 0 and 1 the mirrors), delay, whether it is lit, and whether it is special
005538c8	data	explosion_bits		Up to 500 burning bits, 0x28 bytes each: birth, life, kind (1 debris, 2 a body), the mesh object, velocity a second and spin a frame; as many in use as the detail setting allows (100, 300, 500)
00562cdc	data	explosion_bit_next	int	The slot of explosion_bits the next bit takes, wrapping at the detail's count
00562cd8	data	explosion_bit_count	int	How many bits fly; nothing reads it
0055ad08	data	explosion_bits_moved_at	int	The frame_start the bits last moved on at
00558734	data	explosion_bang_images	TextureImage *[16]	The bang's frames, explosion\bang_00000 to bang_00015
00558730	data	explosion_sheet_image	TextureImage *	Nine frames in a three by three sheet, explosion\explosion sheet
004688e0	function	object_retire	ObjectRoutine	What Explode leaves of an object: type 1001, flagged no_collisions, exploding, stand_in, frozen and unpowered, not targetable, and no orders
0055ad0c	data	explode_marker	void *	The frame camera view 0x1B watches: where the player's ship burst
0055ad10	data	explode_marker_drift	Vec3	How far explode_marker moves a frame: a quarter of the ship's velocity
0055acfc	data	explode_marker_moving	bool	Set once explode_burst has placed explode_marker
00463420	function	cloak_drop	ObjectRoutine	Drops an object's cloak: its nodes' callbacks freed (cloak_node_free), the cloaked flag cleared and its record freed
004c1070	function	vec3_lerp	void __fastcall (Vec3 *out, Vec3 *from, Vec3 *to, float share)	out = from + (to - from) * share
00588394	data	mission_ending	byte	How the mission is ending: 0 while it goes on, 1 the player's ship destroyed or the ejected pilot killed, 2 the ejected pilot picked up by a nanny ship, 3 picked up by the enemy, 8 the player ejecting until the pod's time is up (order_eject settles it by the rescue odds); mission_end_record keeps the pilot's kills for every ending but 1 and 3; the debriefing names the ending by it
004645c0	function	component_damage	void __fastcall (GameObject *object, ModelNode *node, float damage, int attacker, DamageKind kind)	Damages a component: lowers its node's armor, records the attacker in last_attacker, and marks the component's holder destroyed once the armor is below zero
00463640	function	object_cloak	void __fastcall (int slot)	Cloaks an object: sets its cloaked flag, posts the Cloaked event and sets up the cloak state at +0x63C
00401830	function	object_set_targetable	void __fastcall (int slot, bool targetable)	Sets or clears the object's targetable flag; it stays clear when the word at +0x24 of the combat stats is zero
00401380	function	ai_steer	bool __fastcall (int slot, Vec3 *point, float limit, float ease, uint flags)	The AI's steering: turning inputs toward point, less (1 - ease) * 6 times each turn rate, times 11.46, held within limit. Flags 1 and 2 run avoid_near and avoid_ahead first, 4 rolls upright, 8 keeps pitch at 0.2 or more. Returns whether avoidance took over
004028f0	function	avoid_near	bool __fastcall (int slot, Vec3 *point)	Moves the point a ship steers at around the objects in its first avoidance list (+0x6B8) it closes on within 250 steps: onto the nearest face of their box, widened twice by its radius, at the corner nearest the point; false when there is nothing to avoid or the ship has no_avoidance
00402dc0	function	avoid_ahead	bool __fastcall (int slot, Vec3 *point)	Moves the point a ship steers at around the objects in its second avoidance list (+0x6E4), taken where they will be by the time the ship reaches them at its cruise speed: within 1000 (500 of another side) of the line, the point goes that far ahead, above or below by both radii and 2000 (1000); not for ships with components
00403170	function	ai_roll_upright	void (void)	Rolls the ship toward the world's Y axis, through 0x403090
00401870	function	order_target_valid	bool __fastcall (OrderEntry *entry, uint allowed)	Whether an order's target, or a record laid out like one, can still be aimed at: a targetable object not cloaked, exploding, disabled or ejected nor with flag 0x10000000, except the flags in allowed, and a component that is there and neither hidden nor 0x10
004add10	function	object_random	float __fastcall (GameObject *object)	The object's own random number from 0 to 1: its seed steps as seed * 0x343FD + 0x269EC3, and bits 16 to 30 of it over 32767 are the number
00403000	function	object_stop	void __fastcall (int slot)	Stops an object dead: velocity, speed, throttle, inputs and rates zero, and no rotation
00463600	function	object_toggle_cloak	void __fastcall (int slot)	Cloaks or uncloaks an object whose model can cloak
00463560	function	object_set_cloak	void __fastcall (int slot, bool cloaked)	Cloaks or uncloaks an object, and the ships being launched from it
00463780	function	object_uncloak	void __fastcall (int slot)	Uncloaks an object
004629d0	function	cloak_node_reveal	void __fastcall (GameObject *object, ModelNode *node, int passed_on, Vec3 *at)	A hit at a point shows a cloaked node's hull round it, where the node cloaks (cloak_node_cloaks): each vertex of its drawn level within 1.123 of the object's radius (a Kafelnikof part's smallest extent) gains alpha in its frame's own colours (+0x110), the more the nearer, over 0.45 of it, up to 1; then its children
00462b80	function	cloak_node_see_through	void __fastcall (GameObject *object, void *cloak, ModelNode *node)	A node that cloaks is drawn by the cloak: its frame takes the hull callback (cloak_hull_callback) and the see-through levels of the part's mesh set (+0x160, +0x18C), its own colours cleared; then its children
00462d30	function	cloak_node_restore	void __fastcall (GameObject *object, void *cloak, ModelNode *node)	A node that cloaks has its own levels back (+0x10C, +0x138), alpha 1 and its own colours cleared; then its children
00462eb0	function	cloak_node_shimmer	void __fastcall (GameObject *object, void *cloak, ModelNode *node)	A node that cloaks gets its shimmer at +0x0C: an object of the cloak's meshes (cloak_mesh_build), clear, its texture coordinates random in 0 to 1, drawn through cloak_shimmer_callback; then its children
00463050	function	cloak_shimmer_swirl	void __fastcall (ModelNode *node, int ticks, float strength, bool children)	A node's shimmer, ticks since it was drawn: each texture coordinate turns about (0, 0) by 0.008 a tick over its squared distance from there, and each vertex takes cloak_colour at strength, unlit; with children, theirs too
004631e0	function	cloak_colour_at	void __fastcall (float *rgb, float strength)	The shimmer's colour: from black to (185, 203, 82) / 256 by cosine_ease as strength goes to 0.3, then on to (0, 0, 80) / 256
004632b0	function	cloak_colour	void __fastcall (float *rgb, float strength)	The shimmer's colour at strength, from cloak_colours
004632f0	function	cloak_hull_fade	void __fastcall (ModelNode *node, int ticks, float solid, bool children)	A node's hull, ticks since it was drawn: while it is clear (solid 0), what hits showed of it fades by 0.01 a tick, else its alpha is solid; with children, theirs too
00463470	function	cloak_node_free	void __fastcall (ModelNode *node)	Frees the records of a node's cloak callbacks, for its frame and its shimmer, and clears the callbacks; then its children
00463500	function	cloak_init	void (void)	Fills cloak_colours from cloak_colour_at, a step of 1/1024, and requires cloak64 into cloak_texture
00463550	function	cloak_free	void (void)	Releases cloak_texture
00463810	function	cloak_frame	void __fastcall (int slot)	In the pass that draws the objects, for an object with a cloak: what its shimmer and hull were drawn at moves back a frame; over 250 ticks the shimmer strengthens and the hull fades, or the other way as it goes; come on, every node's hull is clear and its shimmer whole; gone, each node is restored and the cloak dropped
004639b0	function	cloak_wobble	void __fastcall (int slot)	But for the Kafelnikof, while the cloak changes, the root frame shears by 0.15 at most, three ways at rates 20, 26 and 14 with starts 0, 2.8 and 0.9 over the change, swelling and dying away as sin(done * pi)
00463af0	function	cloak_reveal	void __fastcall (int slot, int passed_on, Vec3 *at)	A hit on a cloaked object at a point: the cloak's struck time is now, and its nodes show their hull there (cloak_node_reveal)
00463b20	function	cloak_shimmer_callback	int __fastcall (void *frame)	The shimmer's per-object callback: unless paused, swirls it (cloak_shimmer_swirl) for the ticks since it was drawn, or skips it (0x100) while the shimmer is nothing or on the Kafelnikof
00463b90	function	cloak_hull_callback	int __fastcall (void *frame)	The hull's per-object callback: skipped (0x100) on the software renderer; else, unless paused or the node doesn't cloak, fades it (cloak_hull_fade) for the ticks since it was drawn
00463c30	function	cloak_node_cloaks	bool __fastcall (GameObject *object, ModelNode *node)	Whether a node cloaks: every node, but on the Kafelnikof only those named in kafelnikof_cloaking_parts
004c24f0	function	mat3_shear_x	void __fastcall (float *m, float a, float b)	m = m times (1, 0, 0, a, 1, 0, b, 0, 1)
004c2550	function	mat3_shear_y	void __fastcall (float *m, float a, float b)	m = m times (1, a, 0, 0, 1, 0, 0, b, 1)
004c25b0	function	mat3_shear_z	void __fastcall (float *m, float a, float b)	m = m times (1, 0, a, 0, 1, b, 0, 0, 1)
00541428	data	cloak_texture	TextureImage *	cloak64, which cloak_init requires and cloak_free releases
0054142c	data	cloak_colours	float[1024][3]	The shimmer's colours by strength, which cloak_init fills
004e1998	data	kafelnikof_cloaking_parts	char[7][20]	The Kafelnikof's parts that cloak: Kaf bot vent, Kaf comms twr, Kaf ext vent, Kaf frnt vent, Kaf land plat, Kaf shield gen, Kaf top vent
004c10d0	function	vec3_scale	void __fastcall (Vec3 *out, Vec3 *v, float s)	out = v * s
004c10b0	function	vec3_scale_by	void __thiscall (float s)	Scales the vector in ECX by s
004c1320	function	vec3_distance_squared	float __cdecl (Vec3 *a, Vec3 *b)	The square of the distance between two points
004c12a0	function	vec3_length_squared	float __cdecl (Vec3 *v)	
00587cc4	data	mission_ticks	int	Ticks game_tick has run since the mission started, paused ones aside
005883b0	data	frame_start	int	mission_ticks when the current frame began
00588330	data	frame_duration	int	Ticks between the previous frame and this one
00491e00	function	frame_begin	void (void)	Starts a frame: frame_duration becomes the ticks since frame_start, and frame_start becomes mission_ticks
00491de0	function	frame_reset	void (void)	frame_start becomes mission_ticks, and frame_duration zero
004983a0	function	noop	void (void)	Returns at once; tables use it for a routine with nothing to do
00405010	function	maneuver_compile_line	void __fastcall (ManeuverScriptLine *script, int line)	Compiles a line of a maneuver script into maneuver_code, the first time the line runs: src/engine/game/aidefend/script.zig does the same
00404f00	function	script_skip_spaces	void __fastcall (char **cursor)	Skips spaces and tabs
00404f20	function	script_read_word	void __fastcall (char **cursor, char *word)	Reads a word of letters, digits and _ . : -
00404f80	function	script_read_arguments	int __fastcall (char **cursor, char **arguments)	Reads an argument list, (, words separated by commas, ), four words at most; returns the count
004069b0	function	maneuver_run	void __fastcall (int slot)	Runs the Fight order's maneuver for an update: starts lines until one waits, compiling each the first time, then runs the waiting one
00405b20	function	maneuver_start_timer	ManeuverHandler	The start of most waiting instructions: their time is up min + random * (max - min) ticks after frame_start
00405b70	function	maneuver_jump	ManeuverHandler	The start of Goto and Else: goes on after the instruction's line
00405e60	function	maneuver_fly_to_point	ManeuverHandler	The run of Runaway and Outofactionsphere: steers at the state's point until the time is up
00405c50	function	maneuver_stop_weaving	void __fastcall (int slot, FightState *state)	Clears weaving
00405c60	function	maneuver_steer_to_point	void __fastcall (int slot, FightState *state)	Steers at the state's point at full throttle; once the point is nearly dead ahead it pitches at full rate until the point is 45 degrees off, weaving. With anything to avoid, ai_steer with flags 3 instead
004c18a0	function	mat3_forward	void __fastcall (Vec3 *out, float *m)	out = the third column of m: for an orientation, the forward axis
004c11c0	function	vec3_dot	float __fastcall (Vec3 *a, Vec3 *b)	
004c1370	function	vec3_normalize	void __cdecl (Vec3 *v)	Scales v to length 1, or makes it a tiny forward vector when it has none
004e0cb8	data	maneuver_code_end	byte *	Where maneuver_compile_line writes the next instruction
00515da4	data	maneuver_code		The compiled lines of the maneuver scripts, packed as the compiler writes them
004e1918	data	maneuver_choices	byte *[9]	The lists Fight picks a maneuver from, a count and then maneuver numbers, by where the target is from the ship's nose, then where the ship is from the target's
004e193c	data	pursue_distances	float[3]	How far off a target Fight pursues it, by the pilot's value 3, before the target's speed scales it
00515d7c	data	wing_second	short[6]	The mission's second wing, as mission_wings_build lists it. Nothing reads it
00515d88	data	player_wing	short[6]	The slots of the player's wing, -1 for none, as mission_wings_build lists it with mission_start putting the player's first: the ships the wing status window shows and the radio's orders go to
00515d94	data	wing_third	short[6]	The mission's third wing, as mission_wings_build lists it. Nothing reads it
004f8890	data	wing_icons	short[48]	Pairs of a ship type and the shape the wing status window shows it by, which mission_start gives each ship of the player's wing: the twelve ships the player can fly and their twins
00515d74	data	action_sphere_radius	float	The action sphere's radius: 220000 from the AI's setup, and where SetActionCentre gives none
00515d78	data	action_sphere_center	short	The object the action sphere is around, which fighters away from the fight return to; SetActionCentre moves it
0040a3a0	function	fight_choose_maneuver	void __fastcall (int slot)	Chooses the Fight order's next maneuver into its entry's data: by the matchup, then its length
0040a000	function	fight_choose_by_position	bool __fastcall (int slot, FightData *data, OrderEntry *entry)	Chooses between fighters: pursue when far, run away when close, else from maneuver_choices by where the two ships are
0040a220	function	fight_choose_against_massive	void __fastcall (int slot, FightData *data)	Attack massive object, for 20000 ticks, against a target with components
0040a230	function	fight_choose_out_of_sphere	bool __fastcall (int slot, FightData *data, OrderEntry *entry)	Out of action sphere, for 500 ticks, for a ship away from the action sphere with no player near
0040a390	function	fight_choose_as_massive	void __fastcall (int slot, FightData *data)	Attack medium fighter, for 10000 ticks, for a ship with components
00409f00	function	fight_find_ship_to_run_to	bool __fastcall (int slot, FightData *data)	Finds the nearest friendly ship with components and combat class 2 or 3 to run to; false when there is none or the ship is near one already
00409be0	function	fight_aim	void __fastcall (int slot, FightState *state, OrderEntry *entry)	Aims the guns: every aim_interval ticks of the pilot at the target, led where it can be, and reckons its drift as a quarter of the target velocity; moves the aim by it each update, then calls fight_fire
00409d10	function	fight_call_for_help		Has a ship the player has hurt badly send its nearest fighting wingman at the player
004096b0	function	fight_fire	void __fastcall (int slot, FightState *state, ModelNode *node)	Fires for the pilot burst once its pause has passed, with the aim along the nose within fire_spread target radii and the node within a quarter of a laser cannon's range; then locks the first rack that is not a Jack Hammer's on the target within its lock range and 0.7 of the nose, ready (+0x2F) once locked_at has passed, launching one time in five once missile_at has; and with a missile homing on it spends a countermeasure once countermeasure_at has passed
00409ec0	function	fight_update_cloak	void __fastcall (int slot, FightState *state)	Uncloaks the ship when its maneuver asked for no cloak, and cloaks it once cloak_at passes when it asked for one
00462550	function	object_spend_countermeasure	void __fastcall (int slot, int missile)	Spends one of an object's countermeasures (+0x5EC), the player's with hud_beep 0, or 3 with none left: drops one at its tail at its next place, drifting at a quarter of its velocity plus 5 along its Y axis and 5 back, trailing decoy_particles fore and aft, for 1000 ticks; then, outside a network client, the first missile in record order homing on it undecoyed that rolls under its decoy chance (30 more against a player, 50 more against a pilot whose countermeasures least is 50) chases it. A client takes the host's missile
004c3830	function	SR_init	void * __fastcall (void)	Clears sr_context and returns it
005e6b50	data	sr_context		Surrender's state: the device, its texture limits, the palette and colour cube in use
00588730	data	sr	void *	What SR_init returned: sr_context
004acbe0	function	renderer_start		Starts Surrender on a device: palette and colour cube, texture size cap from texture_detail, texture cache
00595d7c	data	texture_detail	int	Tdetail in the Device section of the settings: 0, 1 or 2 caps textures at 128, 256 or 2048
004c9a40	function	texture_cache_open	void __fastcall (char *path, char fresh)	Reads the header and directory, or starts an empty cache when the file is missing or of another version, or fresh is set
004c9c50	function	texture_cache_close	void __fastcall (void)	Unloads every texture and closes the file
004c9c90	function	texture_upload	void __fastcall (TextureImage *image)	Fits an image to the device's limits, applies brightness and contrast, converts it and hands it to the device
004c9df0	function	path_file_name	char * __fastcall (char *path)	What follows the last \, / or : of a path
004c9e20	function	texture_find	TextureImage * __fastcall (char *name)	The texture of that file name, ignoring case, its pixels read and uploaded on first use; null when absent
004c9f40	function	texture_add	TextureImage * __fastcall (char *name, int width, int height, int bytes, uint flags)	Appends an entry and allocates its pixels. No callers
004c9ff0	function	texture_create_transient	TextureImage * __fastcall (char *name, int width, int height, int bytes, uint flags)	Makes or remakes an entry kept in memory only
004ca120	function	texture_commit	void __fastcall (TextureImage *image)	Builds a new texture's mipmaps if flagged, keeps its pixels, in memory when transient, else appended to the file with the directory rewritten, and uploads it
004ca2b0	function	texture_release	void __fastcall (TextureImage *image)	Drops a use; the last frees the pixels
004ca320	function	textures_unload	void __fastcall (void)	Frees the pixels of every texture in use
004ca370	function	textures_reload	void __fastcall (void)	Reads and uploads the pixels of every texture in use again
00494a30	function	texture_require	TextureImage * __fastcall (char *name)	texture_find, asserting Could not find image %s on a miss
005e83d0	data	texture_cache_header	TextureCacheHeader	
005e83e0	data	texture_cache	TextureEntry[1000]	
00622e60	data	texture_cache_file	FILE *	
004c85b0	function	image_pixel_count	int __fastcall (TextureImage *image)	Pixels in all of an image's levels; sets levels to 1 without mipmaps
004c8600	function	image_convert	void __fastcall (TextureImage *image, PixelFormat *format)	Converts an image's pixels to another format, through the palette for indices
004c8e70	function	image_build_mipmaps	void __fastcall (TextureImage *image)	Converts an image to 32 bits and appends its mipmap levels, down to a smaller side of 2
004c9840	function	image_adjust	void __thiscall (float brightness, float contrast)	Converts the image in ECX to 32 bits, then scales every byte by 1 + contrast and adds brightness times 256
004c3430	function	pixel_format_set	void __fastcall (PixelFormat *format, uint index, uint alpha, uint red, uint green, uint blue)	A format from masks: 4 bytes a pixel with a bit above 15, else 2 with one above 7, else 1
004c33e0	function	pixel_format_shifts	void __fastcall (PixelFormat *format)	Each channel's shift and loss from its mask
004ca9b0	function	SR_TGA_get_palette	void __fastcall (byte *tga, byte *palette)	Copies the first 256 colour map entries of a colour-mapped TGA, as red, green, blue
004cacb0	function	SR_TGA_allocate_palette	byte * __fastcall (char *name)	Loads an 8-bit TGA and returns its palette
004cb9d0	function	SR_CCB_load	void * __fastcall (char *name)	Loads a colour cube: a palette and a 64x64x64 table of indices
004a4070	function	static_lights_mark	void __fastcall (void *model)	Sets part flag 0x40 on the parts of each class, damaged or not, that holds a static light: an attachment of kind 4 with a range and no blinking
004a4310	function	static_lights_bake	void __fastcall (void *model)	Bakes each static light into the meshes of every level of the parts of its class
004a4130	function	static_light_bake	void __fastcall (void *part, int level, void *light)	Adds a static light to the baked colours of a part's level
004c4f30	function	light_create	void * __thiscall (float x, float y, float z, float pitch, float yaw, float roll)	Allocates a light object, 0xDC bytes, at a position and turned by three angles; the caller sets its kind and the rest
004c3490	function	SR_object_concate_parents	void __fastcall (void *object)	An object's place in the world at +0x4C and +0x70: its own, after its parent's, once a frame
004a3040	function	mesh_build	void * __fastcall (void *model, void *part, int level)	A part's mesh for one level of detail: a group with a material of its own for each run of faces with the same shading and material
004c4440	function	mesh_create	void * __fastcall (int polygons, int vertices, int indices, uint flags)	Allocates a mesh, zeroed
004c4bd0	function	mesh_object_create	void * __fastcall (void *levels, void *mesh, uint flags, char *name)	A scene object of type 1 showing a set of levels (count, distances, meshes) or, without one, a single mesh; its face mask starts all ones, and it takes colours of its own when the mesh has flag 0x1000
004c3c50	function	SR_mesh_set_poly_flags	void __fastcall (void *mesh, byte keep, byte set)	Each polygon's flags become flags & keep | set. No callers
004a3cb0	function	cloak_mesh_build	void * __fastcall (void *model, void *part, int level)	The mesh the cloak effect draws for a part's level: one surface, textured by coordinates from the normals, lit on hardware, added
004c3e30	function	SR_mesh_calc_vertex_normals	void __fastcall (void *mesh)	Each vertex normal as the normalized sum of the planes of the polygons using it
00524976	data	loadout_ship_models	byte	Set while the loadout screen loads the ship models: mesh_build looks up their textures as g and the material's name
00524977	data	loadout_weapon_models	byte	Set while the loadout screen loads the missile and gun models: mesh_build looks up their textures as r and the material's name
005959f4	data	model_multiplayer_ship	byte	Set while model_load loads a ship type's model in a multiplayer mission, which then gets the cloak mesh sets
00582e8c	data	multiplayer_mission	byte	Unverified: set for missions 81 to 85 and 87, which look like the multiplayer maps, and by the Zone launcher's status
004c78a0	function	sr_render	int __fastcall (void)	Draws a frame with sr_draw_layers, then counts it and its time
004c7960	function	sr_draw_layers	int __fastcall (void)	Begins the scene; for each layer, runs each object through its pipeline and the device, then sorts and flushes the layer's blended polygons; ends the scene
004c75c0	function	SR_meshpipe_init	int __fastcall (void *object)	Culls, projects and lights a mesh object's vertices for the frame; non-zero when nothing is left to draw
004c4db0	function	sprite_set_create	void * __fastcall (int count, uint flags, char *name)	A scene object of type 4 holding sprites that share a material: mesh coordinates, unlit, added, no texture until given one; each spans its whole texture
004ce4d0	function	SR_bmopipe_init	int __fastcall (void *sprites)	The pipeline for a set of sprites (srBMO.cpp): each sprite's rectangle in view units, those at least a pixel across and in view listed; non-zero when none is
004c7d00	function	SR_object_rotate	int __fastcall (void *object)	An object in the camera's frame: its origin, and its orientation times the camera's transposed, scaled
004c5e20	function	object_view_test	int __fastcall (void *object)	An object's bounding sphere against the view: non-zero when outside it or smaller than a pixel; every clip plane when it crosses a side
004c5fb0	function	object_level_select	int __fastcall (void *object)	Picks a mesh object's level of detail by depth over the detail divisor, and how far it has moved toward the next; then, when clipping, tests the level's bounding box
004c6cf0	function	mesh_list_marked	int __fastcall (void *object)	Lists the vertices mesh_cull marked
004c6710	function	mesh_transform_clipped	int __fastcall (void *object)	Turns the marked vertices into the camera's frame and notes the planes each lies outside
004c6a60	function	mesh_cull_clipped	int __fastcall (void *object)	Drops the polygons wholly outside a plane and notes the planes the rest cross
004c6c00	function	mesh_project_clipped	int __fastcall (void *object)	Lists the vertices still marked and projects those inside the view
004c5dc0	function	screen_clamp	void __fastcall (float *point)	Keeps a projected point within the viewport
004c3ca0	function	SR_mesh_calc_poly_normals	void __fastcall (void *mesh)	Each polygon's plane: its unit normal and the normal's dot product with its first corner
004c3f10	function	SR_mesh_find_bounding_box	void __fastcall (void *mesh)	The mesh's bounding box and its farthest vertex from the origin
004c4090	function	mesh_texel_areas	void __fastcall (void *mesh)	For each polygon of a textured group, twice its area in texture space, in texels
